"Severity","Date","Finding","Target","Template","Rules Package","ARN","Rule","AWS agent ID","AMI ID","Auto Scaling Group","Hostname","IPv4 Addresses","Asset Type","Confidence","Description","Indicator of Compromise","Numeric Severity","Recommendation","Service","Assessment Run ARN","Rules Package ARN","CVSS2 Score","CVSS2 Vector","CVSS3 Score","CVSS3 Vector","CIS Weight","Last Update"
"Informational","1602351217631","On instance i-0ff3c98df95ad1820, TCP port 88 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-PNDOSeVt","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 88, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 88","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217631"
"Informational","1602351218403","On instance i-0ff3c98df95ad1820, TCP port 749 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-HOSWlMmt","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 749, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 749","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218403"
"Informational","1602351217664","On instance i-0ff3c98df95ad1820, TCP port 1521 which is associated with 'Oracle' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-mpjQMH7k","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 1521, which is associated with Oracle, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1521","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217664"
"Informational","1602351220300","On instance i-0ff3c98df95ad1820, UDP port 23 which is associated with 'Telnet' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-cTrDDF7d","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 23, which is associated with Telnet, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 23","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220300"
"Medium","1602351219752","On instance i-0ff3c98df95ad1820, process 'sshd' is listening on TCP port 22 which is associated with 'SSH' and is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-9k7CzyY2","Recognized port with listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 22, which is associated with SSH, is reachable from the internet with a process listening on the port. The process has name ‘sshd’, process id 939, and uses binary /usr/sbin/sshd. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","6","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 22","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219752"
"Informational","1602351220250","On instance i-0ff3c98df95ad1820, UDP port 42 which is associated with 'WINS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-WIbh5kIz","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 42, which is associated with WINS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 42","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220250"
"Informational","1602351217559","On instance i-0ff3c98df95ad1820, TCP port 111 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-jRRexEPn","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 111, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 111","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217559"
"Informational","1602351218780","On instance i-0ff3c98df95ad1820, TCP port 546 which is associated with 'DHCP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-5yqTNHXF","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 546, which is associated with DHCP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 546","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218780"
"Informational","1602351217473","On instance i-0ff3c98df95ad1820, TCP port 21 which is associated with 'FTP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-RzzKM0wm","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 21, which is associated with FTP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 21","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217473"
"Informational","1602351216458","On instance i-0ff3c98df95ad1820, UDP port 443 which is associated with 'HTTPS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-RIycmvaO","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 443, which is associated with HTTPS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 443","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216458"
"Informational","1602351216785","On instance i-0ff3c98df95ad1820, UDP port 4045 which is associated with 'NFS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-I3s04b7t","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 4045, which is associated with NFS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 4045","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216785"
"Informational","1602351217005","On instance i-0ff3c98df95ad1820, UDP port 750 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-hoekEYqd","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 750, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 750","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217005"
"Informational","1602351219327","On instance i-0ff3c98df95ad1820, TCP port 3268 which is associated with 'Global Catalog LDAP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-8Av4PcXt","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 3268, which is associated with Global Catalog LDAP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 3268","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219327"
"Informational","1602351218637","On instance i-0ff3c98df95ad1820, TCP port 1630 which is associated with 'Oracle' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-LFgtLeew","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 1630, which is associated with Oracle, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1630","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218637"
"Informational","1602351217836","On instance i-0ff3c98df95ad1820, TCP port 515 which is associated with 'Print Services' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-A3KVOPsm","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 515, which is associated with Print Services, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 515","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217836"
"Low","1602351219915","On instance i-0ff3c98df95ad1820, process 'python3' is listening on TCP port 5000 which is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-P12ePBbi","Unrecognized port with listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 5000 is reachable from the internet with a process listening on the port. The process has name ‘python3’, process id 1661, and uses binary /usr/bin/python3.6 (deleted). The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","3","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 5000","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219915"
"Informational","1602351217325","On instance i-0ff3c98df95ad1820, UDP port 749 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-YVQQxVMR","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 749, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 749","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217325"
"Informational","1602351219131","On instance i-0ff3c98df95ad1820, TCP port 4045 which is associated with 'NFS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-SZF4tgxh","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 4045, which is associated with NFS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 4045","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219131"
"Informational","1602351216826","On instance i-0ff3c98df95ad1820, UDP port 752 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-cxiHat8S","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 752, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 752","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216826"
"Informational","1602351220627","Aggregate network exposure: On instance i-0ff3c98df95ad1820, ports are reachable from the internet through ENI eni-0b2cc22726a856b05 and security group sg-075be92740548b793","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-UQ3Wfj5o","Network exposure from the internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On instance i-0ff3c98df95ad1820, ENI eni-0b2cc22726a856b05 and security group sg-075be92740548b793 allow access from the internet to tcp ports [[0 - 65535]] and udp ports [[0 - 65535]]. ENI eni-0b2cc22726a856b05 is located in VPC vpc-0821c4ee8cde3151a with access control list acl-0b56b5bb87d21bf50. These ports are reachable from the internet through Internet Gateway igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220627"
"Informational","1602351218142","On instance i-0ff3c98df95ad1820, TCP port 543 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-rq7HeFkY","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 543, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 543","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218142"
"Low","1602351219946","On instance i-0ff3c98df95ad1820, process 'python3' is listening on TCP port 5000 which is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-e9T8BNPq","Unrecognized port with listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 5000 is reachable from the internet with a process listening on the port. The process has name ‘python3’, process id 1661, and uses binary /usr/bin/python3.6 (deleted). The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","3","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 5000","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219946"
"Medium","1602351220721","Instance i-0ff3c98df95ad1820 is configured to allow users to log in with root credentials over SSH, without having to use a command authenticated by a public key. This increases the likelihood of a successful brute-force attack.","Assessment-Target-All-Instances","Assessment-Template-Default","Security Best Practices-1.0","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-tKbRKadr","Disable root login over SSH","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","This rule helps determine whether the SSH daemon is configured to permit logging in to your EC2 instance as root.","","6","To reduce the likelihood of a successful brute-force attack, we recommend that you configure your EC2 instance to prevent root account logins over SSH. To disable SSH root account logins, set PermitRootLogin to 'no' in /etc/ssh/sshd_config and restart sshd. When logged in as a non-root user, you can use sudo to escalate privileges when necessary. If you want to allow public key authentication with a command associated with the key, you can set **PermitRootLogin** to 'forced-commands-only'.","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-R01qwB5Q","","","","","","1602351220721"
